OrderID,CustomerName,Gender,Email,Phone,Product,Category,SubCategory,Quantity,UnitPrice,TotalAmount,OrderDate,ShipDate,Region,PaymentMode,City,State
ORD102042,Drew  Kapoor,,drew.12@hotmail.com,62301,Mango Smoothie ,Beverages,Smoothie,6,858.27,5149.62,05/29/23,12-06-2025,South  ,NET BANKING,MUMBAI,Maharashtra
ORD100593,rowan Iyer,nb,rowan@company.co,-5091875722,Paneer Wrap ,Foodg,Wrap,4,948.48,3793.92,,01-07-2025,Central region,OnLine,Kolkata,west bengal
ORD103340,Quinn  Dutta,FEMALE,quinn.x@example.com,-7305151941,Pepperoni Pizza ,Food,Pizza,6,369.12,2214.72,"Apr 11, 2026",04-10-2023,north,online ,Chennai ,Tamil Nadu 
ORD103458,Sasha agarwal,M,sasha.x@mailinator.com,-7219021982,Chicken Burger ,Food,Burger,3,87.05,261.15,19.05.2023,24-Aug-22,Central-Zone,upi,HYDERABAD,Tel@ng@n@
ORD102607,angel Khan,Unknown,angel@hotmail.com,8953416211,BUTTER NAAN,Food,Bread,1,1119.06,1602.73,,06-09-2023,North region,online ,Kolkata ,WEST BENGAL
ORD103899,charlie Shah,Female,charlie76@hotmail.com,88283,MANGO SMOOTHIE,Beverages,Smoothie,3,247,741,2025 08 06,1695945600,North  ,on line,Chennai,Tamil Nadu
ORD101127,Skyler singh,Fem,skyler.@example.com,9718450460 ext 981,Pepperoni Pizza ,Food,Pizza,3,1193.04,3579.12,04-10-2026,26 12 2024,east,Net Banking,Lucknow ,Utt@r Pr@desh
ORD101964,DREW Khan Jr,Unknown,drew.x@example.com,9943706252,Latt3,Beverages,Coffee,1,1157.78,1157.78,,2027 02 11,Nor,UPI,Pune ,MAHARASHTRA
ORD100829,CHARLIE Kapoor,F ,charlie.12@gmail.com,-9437400483,Garlic Bread ,Food,Sides,5,778.72,3893.6,10 23 24,,East-Zone,net banking,Hyderabad,TELANGANA
ORD101788,DREW Nath,male,drew.12@example.com,8658705600 ext 978,veg burger,Food,Burger,2,570.37,1140.74,,2025-07-18T00:00:00,West region,online ,Delhi ,DELHI
ORD100442,TAYLOR Patel Jr,Unknown,taylor.x@company.co,-5696473542,Butter Naan ,Food,Bread,5,319.8,1599,,12-12-2022,North  ,OnLine,MUMBAI,MAHARASHTRA
ORD102256,Riley Kapoor,MALE,riley.x@yahoo.com,8647048822,Tandoori Chick3n,Food,Main,1,558.32,558.32,"Feb 27, 2024",23-08-2022,north ,NET BANKING,hyderabad,TELANGANA
ORD100330,LEE Patel,MALE,lee.12@gmail.com,-1179276129,Margherita Pizza,Food,Pizza,2,₹104.21,208.42,10-May-23,11 06 2025,South-Zone,Cash ,Nagpur ,Maharashtra
ORD102708,Cameron Rao,F,cameron@gmail,(779) 2331964,Cheese Fries ,Food,Sides,6,1169.32,7015.92,24-Dec-24,2024.11.14,Central-Zone,OnLine,Lucknow,Utt@r Pr@desh
ORD102723,Cameron rao Jr,Unknown,cameron.x@example.com,+91 6294979105,CHOCOLATE CAKE,Dessert,Cake,3,352.91,1058.73,15-05-2025,,East  ,Cashier,Lucknow ,Utt@r Pr@desh
ORD101831,robin Kulkarni,nb,robin.12@yahoo.com,,Pepperoni Pizza,Food,Pizza,2,645.79,1291.58,02-10-2022,2023-11-11T00:00:00,EAST,Online ,LUCKNOW,Uttar Pradesh 
ORD104717,sasha Rao,Unknown,sasha.x@company.co,(617) 8801094,cheese fries,Food,Sides,5,136.5,575.38,2026-04-22T00:00:00,2023 05 12,Central-Zone,OnLine,Jaipur ,RAJASTHAN
ORD103354,HARPER Kapoor,male,harper@.com,7855093901 ext 122,espresso,Beverages,Coffee,3,205.06,615.18,03-06-2023,1690934400,East region,Net Banking ,Hyderabad ,TELANGANA
ORD102619,Lee Joshi,male,lee.@mailinator.com,-6342039308,Chocolate Cake ,Dessert,Cake,5,1024.57,5122.85,2025 08 13,05.15.26,Sou,Card,lucknow,Utt@r Pr@desh
ORD100832,Angel  Sharma,male,,,Garlic Bread ,Food,Sides,1,1089.66,1089.66,2025.02.09,"Oct 10, 2022",west,OnLine,Pune,Maharashtra
ORD104379,skyler Nath,Male,skyler.x@yahoo.com,,margherita pizza,Food,Pizza,6,1197.86,7187.16,,09/28/26,north ,OnLine,Ahmedabad ,Guj@r@t
ORD100077,Drew  Iyer,F ,drewgmailcom,-8415429186,PANEER WRAP,Food,Wrap,2,561.75,1123.5,24-01-2026,13-07-2024,Central  ,ON line,Chennai,tamil nadu
ORD104706,TAYLOR Singh,male,taylorgmail.com,7277064127,Butter Naan,Food,Bread,4,322,1288,02-01-2023,10-10-2024,East-Zone,CASH,delhi,Delhi 
ORD100869,Cameron kulkarni,Non-binary,cameron.@company.co,-3423565246,Espr3sso,Beverages,Coffee,5,390.74,1953.7,2024-12-15T00:00:00,07/30/25,West  ,Cash ,CHENNAI,TAMIL NADU
ORD104032,quinn Shah,M,quinn.x@hotmail.com,,GARLIC BREAD,Food,Sides,4,135.21,540.84,"Feb 20, 2025",04-04-2027,Central-Zone,Cash ,AHMEDABAD,Gujarat 
ORD102563,SASHA Patel,Female,sasha.12@gmail.com,+91 8558635423,latte,beverages,Coffee,3,444.96,1334.88,29-Mar-22,08-10-2022,North,UPI,DELHI,Delhi 
ORD104672,Charlie singh,,charlie.@outlook.com,-3104858480,orange juice,Beverages,Juice,5,394.49,1529.4,1757980800,2025 06 23,CENTRAL,ON line,Kolkata,West Beng@l
ORD101569,sam Verma,F,sam.@gmail.com,+91 9771611950,Latte,Beverages,Coffee,6,₹665.11,3990.66,2025.07.13,"Feb 19, 2027",south,UPI,Hyderabad,Tel@ng@n@
ORD102435,TAYLOR Sharma,M,taylor.x@example.com,-8610690591,Chocolat3 Cak3,Dessert,Cake,4,1062.44,4249.76,27 01 2023,04-09-2025,north ,Cash ,NAGPUR,M@h@r@shtr@
ORD101835,DREW Chaudhary,MALE,drew69@example.com,+91 7570885688,Ch33s3 Fri3s,Food,Sides,6,139.09,834.54,08-12-2025,09.23.24,East  ,ON line,Nagpur,MAHARASHTRA
ORD102786,SAM Khan,nb,sam@.com,-7259740543,Chocolat3 Cak3,Dessert,Cake,6,₹192.52,1155.12,,06 03 2025,north ,UPI,hyderabad,Telangana 
ORD100084,Skyler  Dutta,nb,skyler82@hotmail.com,-6274814176,Latte,Beverages,Coffee,1,325.88,276.46,2024-08-05T00:00:00,09-07-2024,Wes,card,nagpur,Maharashtra 
ORD102478,casey Bose,Fem,casey.x@example.com,-6749529931,Espresso,Beverages,Coffee,3,324.64,973.92,09-16-23,"Feb 05, 2026",South  ,ON line,bengaluru,Karnataka 
ORD103414,QUINN Kulkarni,Fem,quinn.@gmail.com,8740292206 ext 665,chocolate cake,Dessert,Cake,1,408.82,408.82,"Jul 15, 2026",27 10 2023,Wes,Cash ,Kolkata ,WEST BENGAL
ORD100744,alex Desai Jr,F ,alex.x@hotmail.com,-6152763496,P3pp3roni Pizza,Foods,Pizza,5,786.29,6315.63,1764460800,2023-09-27T00:00:00,South region,on line,DELHI,Delhi 
ORD101018,Casey verma,,casey14@mailinator.com,,MANGO SMOOTHIE,Beverages,Smoothie,3,311.59,934.77,31-Oct-24,2027-04-05T00:00:00,East,online ,LUCKNOW,Uttar Pradesh 
ORD102141,drew Khan,Fem,drewgmailcom,+91 7010793687,tandoori chicken,Food,Main,6,893.56,5361.36,05-03-2023,,north,Cash ,BENGALURU,Karnataka 
ORD103290,Lee  Gupta,Female,lee@outlook.com,+91 8681173540,BUTTER NAAN,Food,Bread,1,186.48,186.48,17-01-2023,"Jan 25, 2025",Nor,OnLine,lucknow,Utt@r Pr@desh
ORD101707,Harper Khan,nb,harper.x@outlook.com,(739) 9578578,Margh3rita Pizza,Food,Pizza,4,571.31,3971.18,2024.02.22,,EAST,Cash ,Delhi ,Delhi
ORD100381,Drew Sharma,male,drew.x@gmail.com,(690) 1155591,Veg Burger ,Food,Burger,5,806.7,4033.5,2025 02 07,10/27/22,South,ON line,BENGALURU,KARNATAKA
ORD104075,jordan Chaudhary,FEMALE,jordan.12@example.com,8309127057 ext 152,Mango Smoothie ,Beverages,Smoothie,3,1039.81,3119.43,14.09.2025,2026.08.16,WEST,Cash ,Ahmedabad,Gujarat
ORD102782,rowan Desai,nb,rowan.12@mailinator.com,7599100445,garlic bread,Food,Sides,3,138.7,416.1,2025-06-27T00:00:00,29-04-2026,East-Zone,on line,Kolkata ,west bengal
ORD103207,Avery  Agarwal,Male,avery96@yahoo.com,6372264952,VEG BURGER,Food ,Burger,6,354.43,2126.58,10.11.25,,SOUTH,Cash ,PUNE,M@h@r@shtr@
ORD100587,Morgan  Kulkarni,Fem,morgan.x@company.co,(986) 5120538,CHICKEN BURGER,Food,Burger,5,"1,140.00",7031.69,04-05-2025,21.02.2027,north ,Cashier,Hyderabad,Tel@ng@n@
ORD101175,ROBIN Singh,M,robin.@company.co,(999) 7945699,latte,Beverages,Coffee,3,195.82,445.25,,2022-10-13T00:00:00,central,Net Banking,Bengaluru,KARNATAKA
ORD100832,sasha Kulkarni,FEMALE,sasha.@gmail.com,6588863823,Mango Smoothie,Beverages,Smoothie,ten,353.28,N/A,"Jul 20, 2023",01 05 23,north ,Card,NAGPUR,Maharashtra 
ORD101452,ALEX Patel,Female,alex99@example.com,-9897913655,Orange Juice ,Beverages,Juice,2,₹171.79,343.58,"Jun 13, 2023","May 04, 2023",north ,UPI,lucknow,Uttar Pradesh
ORD103763,jordan Agarwal,female,jordan.12@example.com,7770259421,PEPPERONI PIZZA,Food,Pizza,2,707.11,1414.22,28-05-2026,06-26-24,Central region,CASH,Mumbai ,Maharashtra 
ORD101143,cameron Joshi,Unknown,cameron.x@outlook.com,+91 8901566355,MANGO SMOOTHIE,Beverages,Smoothie,5,605.4,3027,24-01-2024,22-06-2026,WEST,Net Banking ,Kolkata ,West Beng@l
ORD100383,Devin rao,F,devin.com,7430276094 ext 204,Ch33s3 Fri3s,Food,Sides,2,499.72,999.44,09-02-2026,"Jan 03, 2023",Cen,Net Banking ,BENGALURU,Karnataka
ORD101669,parker Khan,Male,parker.12@company.co,87662,Chocolate Cake ,Dessert,Cake,3,1161.68,4545.36,,09-Jul-25,North-Zone,online ,Mumbai,MAHARASHTRA
ORD104551,Lee patel,Fem,lee.12@company.co,85341,P3pp3roni Pizza,Food,Pizza,1,172,172,07-02-2023,12 16 26,South  ,Cash,BENGALURU,K@rn@t@k@
ORD103266,Skyler Dutta Jr,F ,skyler.12@company.co,8921972599,Espresso,Beverages,Coffee,1,351.67,351.67,29.07.2026,2024-10-19T00:00:00,East,Cashier,mumbai,M@h@r@shtr@
ORD100821,morgan Bose,M,morgan.x@example.com,(674) 4192063,orange juice,Beverages,Juice,3,698.62,2095.86,,,Eas,Cashier,LUCKNOW,Uttar Pradesh 
ORD101393,KAI Bose,M,kai.com,-3641152545,Margherita Pizza,Food,Pizza,6,494.03,2964.18,13 02 2023,,central,OnLine,Kolkata ,WEST BENGAL
ORD103179,MORGAN Shah,Female,morgan.x@gmail.com,6406833511 ext 386,Espresso,Beverages,Coffee,3,672.55,2017.65,,"Jun 16, 2025",EAST,CASH,jaipur,R@j@sth@n
ORD100469,Harper Agarwal,female,harper.12@hotmail.com,6128677744 ext 34,MANGO SMOOTHIE,beverages,Smoothie,6,₹414.10,2484.6,17-06-2024,02-24-26,East,Net Banking,NAGPUR,Maharashtra 
ORD100557,Kris verma,MALE,kris.12@company.co,(916) 6813390,Latt3,Beverages,Coffee,5,1016.37,5081.85,07 11 2024,03 04 23,west,on line,Mumbai,MAHARASHTRA
ORD102392,QUINN Mehta,F ,quinn.@company.co,8609639972,MARGHERITA PIZZA,Food,Pizza,3,179.54,538.62,2024 11 21,,East-Zone,online ,delhi,DELHI
ORD101046,Devin Chaudhary,male,,-7459929116,Margh3rita Pizza,Food,Pizza,3,296.77,890.31,1795996800,11-Jan-24,south,online ,HYDERABAD,Telangana 
ORD105024,lee Nair,,lee@.com,68859,Tandoori Chicken,Food,Main,4,850.65,3402.6,12-12-2023,15.01.2023,West region,UPI,DELHI,DELHI
ORD103492,Riley Rao,nb,riley.12@outlook.com,6288248124,Margherita Pizza,Food,Pizza,4,110.41,441.64,10-08-2025,08.20.25,East  ,net banking,Pune,MAHARASHTRA
ORD103971,Sam  Shah,Non-binary,sam.@yahoo.com,-7707918240,MANGO SMOOTHIE,Beveragess,Smoothie,3,1174.92,3524.76,"Jan 31, 2024",,South-Zone,Card,delhi,Delhi
ORD100211,Skyler dutta,MALE,skyler6@company.co,+91 8774190383,pepperoni pizza,Food,Pizza,6,786.94,8223.77,,"Jun 01, 2022",NORTH,OnLine,Delh1,Delhi 
ORD103760,Avery verma,Non-binary,averygmail.com,-9344657393,ESPRESSO,Beverages,Coffee,4,1111.51,4446.04,1745625600,03-19-25,East  ,Cashier,BENGALURU,KARNATAKA
ORD100128,DEVIN Rao,nb,devin.x@mailinator.com,-6492726931,cheese fries,Food,Sides,2,412.29,824.58,"Jun 03, 2024","Sep 13, 2024",north ,OnLine,LUCKNOW,Utt@r Pr@desh
ORD103865,kai Nath,Fem,kai.x@outlook.com,9115524961 ext 647,Paneer Wrap ,Food,Wrap,5,115,575,06.20.23,"Jun 26, 2026",EAST,Cashier,BENGALURU,karnataka
ORD102591,Jesse  Singh,Non-binary,jesse.@yahoo.com,8258814219,mango smoothie,Beverages,Smoothie,1,198.08,198.08,"May 08, 2022",25-Nov-23,West  ,UPI ,Delh1,Delhi
ORD103125,robin Khan,nb,,(879) 6132301,Pepperoni Pizza ,Food,Pizza,2,704.36,1408.72,1676160000,1666137600,East-Zone,Cashier,Jaipur ,Rajasthan 
ORD103702,Cameron  Kulkarni,Fem,cameron.x@hotmail.com,-4394267409,Cok3 500ml,Beverages,Soft Drink,6,761.99,4571.94,08-Feb-24,06.21.24,north ,Card ,Jaipur ,R@j@sth@n
ORD104874,Skyler Joshi,FEMALE,skyler@gmail,7842086902,Chocolate Cake ,Dessert,Cake,2,103.26,206.52,06-02-2027,02-03-2025,East-Zone,ON line,JAIPUR,R@j@sth@n
ORD101888,Kai  Dutta,Male,,-6703327143,Butter Naan,Food,Bread,6,616.21,3697.26,2025-08-13T00:00:00,24-Dec-26,Nor,Cashier,Ja1pur,RAJASTHAN
ORD104730,skyler Singh,MALE,skyler.@hotmail.com,8456692128,Margherita Pizza,Food,Pizza,2,171.69,343.38,28-08-2023,08-01-2024,North region,NET BANKING,KOLKATA,west bengal
ORD102735,Sasha Singh,Unknown,sasha.@yahoo.com,-6646261058,Butt3r Naan,Food,Bread,1,434.74,434.74,11-07-2025,2024-11-26T00:00:00,Central region,on line,HYDERABAD,Telangana
ORD102150,Lee Patel,nb,lee.x@gmail.com,-8658639920,Tandoori Chick3n,Food,Main,5,763.67,3818.35,1724198400,16-Oct-23,north ,UPI,mumbai,M@h@r@shtr@
ORD101934,PARKER Mehta,MALE,parker@example.com,7296611185 ext 609,Garlic Bread,Food,Sides,1,564,564,08-11-2024,08-04-2023,Central  ,ON line,Nagpur,Maharashtra
ORD103889,CASEY Patel,FEMALE,casey.12@example.com,98648,Cok3 500ml,Beverages,Soft Drink,6,₹371.77,2230.62,07-06-2023,14-Dec-23,North-Zone,UPI ,ahmedabad,gujarat
ORD102545,ALEX Desai,Male,alex36@example.com,+91 9383384593,MANGO SMOOTHIE,Beverages,Smoothie,3,651.17,1953.51,08-04-2023,06.10.2026,South region,CASH,Chennai,TAMIL NADU
ORD101282,kai Kapoor,MALE,kai.@company.co,77329,Cheese Fries,Food,Sides,2,903.71,1807.42,11-01-2025,"Apr 18, 2023",North-Zone,Card,Mumba1,maharashtra
ORD104794,Charlie  Kulkarni,Male,charlie.x@hotmail.com,-7823094466,Latt3,Beverages,Coffee,1,572.29,572.29,11-08-2023,,East-Zone,Net Banking,CHENNAI,TAMIL NADU
ORD102391,robin Iyer,F ,robin.x@gmail.com,-9158850512,pepperoni pizza,Food,Pizza,6,661.94,3971.64,,"Jul 17, 2024",South region,Cash ,Hyderabad,Tel@ng@n@
ORD102820,Rowan  Nair,Unknown,rowan.x@outlook.com,7576955727 ext 818,CHEESE FRIES,Food,Sides,3,700.35,1077.55,"Feb 07, 2027",12.11.22,East-Zone,on line,Lucknow,Utt@r Pr@desh
ORD101072,Parker mehta,F,parker.@mailinator.com,9055886859,Mango Smoothi3,Beverages,Smoothie,1,371.02,371.02,07-07-2026,08.30.26,North-Zone,ON line,lucknow,Utt@r Pr@desh
ORD103110,Jamie verma,Non-binary,jamie89@company.co,,Chick3n Burg3r,Food ,Burger,3,430.95,1292.85,2025.10.11,07.31.26,north ,Cash ,Hyderabad,Tel@ng@n@
ORD103030,HARPER Mehta,M,harpergmailcom,-9573044830,Mango Smoothie ,B3v3rag3s,Smoothie,3,223.25,669.75,"Jul 04, 2026",27-Jan-27,Nor,Card,Bengaluru,K@rn@t@k@
ORD103658,Sasha rao,MALE,sasha.x@gmail.com,+91 9711726714,MANGO SMOOTHIE,Beverages,Smoothie,6,115.37,692.22,04-08-2025,"May 02, 2025",East,Cash ,Mumba1,Maharashtra
ORD101387,JESSE Gupta,male,jesse@gmail,-7853864881,veg burger,Food,Burger,6,212.05,1272.3,10-05-2027,02-Mar-26,south,ON line,DELHI,delhi
ORD100284,Quinn Bose,F ,quinn@.com,8735480334,chocolate cake,Dessert,Cake,4,887.8,3551.2,12-11-2023,19-Jan-24,West,Cash,Lucknow ,Uttar Pradesh 
ORD104080,jordan Chaudhary,female,jordan23@gmail.com,9811265004 ext 862,CHICKEN BURGER,Food,Burger,5,332.96,1664.8,27.12.2024,2027-02-06T00:00:00,East  ,Cashier,hyderabad,Tel@ng@n@
ORD102305,Angel dutta,FEMALE,angel.12@example.com,+91 6843752650,TANDOORI CHICKEN,Food,Main,2,430.31,860.62,,2023 09 29,west,Cash,jaipur,RAJASTHAN
ORD103238,quinn Rao,female,quinn60@company.co,,ESPRESSO,Beverages,Coffee,2,596.96,1193.92,26-07-2025,29-Jan-26,south,online ,jaipur,Rajasthan 
ORD102379,Devin Desai Jr,F,devin@mailinator.com,6670813347,pepperoni pizza,Food,Pizza,5,138.1,690.5,30-Mar-23,"Apr 15, 2025",North-Zone,on line,Delh1,DELHI
ORD103295,Charlie Chaudhary,,charlie@outlook.com,-6741704032,Ch33s3 Fri3s,Food,Sides,1,961.46,725.04,23-10-2025,06 28 26,north ,Cash ,Nagpur ,Maharashtra 
ORD102761,Jamie rao,nb,jamie28@example.com,6716686988 ext 237,chicken burger,Food,Burger,4,1070.92,4283.68,"Sep 14, 2025",22-08-2025,North-Zone,online ,Nagpur,MAHARASHTRA
ORD104552,DEVIN Shah,male,devin.12@hotmail.com,7034462928,Margh3rita Pizza,Food,Pizza,1,703.25,703.25,28-11-2025,09-Nov-25,West,Online,Ahmedabad,GUJARAT
ORD103151,Quinn chaudhary,MALE,quinn.12@yahoo.com,-7953424200,VEG BURGER,Food,Burger,3,584.6,1951.47,13-08-2023,02-08-2025,north ,Cashier,Kolkata,West Beng@l
ORD100794,charlie Khan,Non-binary,charlie.x@gmail.com,+91 8323021654,mango smoothie,Beverages,Smoothie,2,173.75,347.5,"Aug 17, 2026",28-07-2024,South region,Cashier,Kolkata,West Bengal 
ORD102775,Skyler  Joshi,M,skyler@gmail.com,78129,margherita pizza,Food,Pizza,1,563.53,563.53,03-May-25,19-06-2023,Eas,OnLine,Hyderabad,Tel@ng@n@
ORD102301,Taylor Patel Jr,F,taylor.12@outlook.com,6347410485,V3g Burg3r,Food,Burger,3,1170.18,3510.54,01-Aug-26,"Oct 08, 2023",West-Zone,ON line,Kolkata,west bengal
ORD103109,alex Nath,male,alex.@gmail.com,70933,Margherita Pizza ,Food,Pizza,3,283.95,851.85,12 16 26,,South  ,card,LUCKNOW,uttar pradesh
ORD103057,DEVIN Dutta Jr,nb,devin.12@company.co,-7603691819,Chick3n Burg3r,Food,Burger,2,1106.11,2212.22,1797465600,28-05-2026,east,Cashier,LUCKNOW,uttar pradesh
ORD104580,Riley  Rao,,riley@outlook.com,-4404591636,MANGO SMOOTHIE,Beverages,Smoothie,3,143.43,391.19,"Sep 29, 2027",28-Jun-23,South  ,Online,Ahmedabad ,gujarat
ORD102777,Avery  Nair,FEMALE,avery@gmail,9674343521 ext 324,VEG BURGER,Food,Burger,ten,529.66,,04-12-2022,31-01-2026,Central-Zone,Cashier,Hyderabad ,TELANGANA
ORD100624,Sam  Mehta,Male,sam.com,-8069007833,Tandoori Chicken,Food,Main,2,908.75,1817.5,"Nov 04, 2026",1746576000,Wes,UPI,Nagpur,Maharashtra
ORD103643,harper Rao,MALE,harper60@example.com,-2431247591,Cok3 500ml,Beverages,Soft Drink,5,949.69,208931.8,23-10-2026,14-05-2027,WEST,Cash ,kolkata,West Bengal 
ORD101694,Cameron Gupta,M,cameron.x@hotmail.com,(822) 1888923,Butt3r Naan,Food,Bread,2,823.31,1646.62,03.30.24,2025-02-20T00:00:00,North-Zone,OnLine,Pune,MAHARASHTRA
ORD102720,Sasha Kapoor,Female,sasha.@outlook.com,9964100333 ext 46,Margherita Pizza,Food,Pizza,3,538.06,1614.18,,2025-04-17T00:00:00,Central,OnLine,Lucknow ,Utt@r Pr@desh
ORD104310,skyler Bose,female,skyler26@company.co,75704,Garlic Bread ,Food,Sides,6,428.83,2572.98,01 11 2023,2023.01.11,north ,upi,AHMEDABAD,GUJARAT
ORD104841,Devin agarwal,male,,62189,Orang3 Juic3,Beverages,Juice,ten,525.64,N/A,03.01.27,05/31/22,Wes,Cash ,MUMBAI,Maharashtra 
ORD102419,Jordan  Bose,Fem,jordan.x@mailinator.com,96446,ORANGE JUICE,Beverages,Juice,4,503.32,1881.76,08-07-2026,24-10-2025,Central,Net Banking,Kolkata,WEST BENGAL
ORD104025,Lee Shah,female,lee.@yahoo.com,81044,Mango Smoothie,Beverages,Smoothie,1,328.31,328.31,2025.08.19,09-25-26,East region,Cashier,Chennai ,TAMIL NADU
ORD104515,charlie Desai,Fem,charlie.12@hotmail.com,8809659574 ext 314,latte,Beverages,Coffee,3,₹541.05,1623.15,29-07-2025,07-05-2026,Central-Zone,Online,Lucknow,Utt@r Pr@desh
ORD101774,AVERY Gupta,Fem,avery@.com,-2090933061,pepperoni pizza,Food,Pizza,3,969.28,2907.84,10-11-2023,1774915200,north ,ON line,Ahmedabad,Guj@r@t
ORD104339,ANGEL Kapoor,,angel.com,,MANGO SMOOTHIE,Beverages,Smoothie,6,574.05,3444.3,22-06-2023,14-07-2025,north ,online ,Jaipur ,Rajasthan 
ORD101443,Parker Khan,FEMALE,parker@hotmail.com,8821738699,Cok3 500ml,Beverages,Soft Drink,5,419.19,2095.95,"Dec 19, 2024",09 16 22,Central,OnLine,Delh1,Delhi
ORD100210,Kris chaudhary,M,kris.x@example.com,6127830795 ext 454,VEG BURGER,Food,Burger,3,230.62,1028.76,06-12-2023,05.15.27,Central region,on line,Mumba1,M@h@r@shtr@
ORD103195,Charlie chaudhary,Unknown,charlie.x@company.co,+91 6724437285,Mango Smoothie ,Beverages,Smoothie,2,928.6,1857.2,09 09 25,12-31-26,EAST,Cashier,Kolkata ,West Beng@l
ORD102203,sam Joshi,female,sam36@gmail.com,+91 9903508568,Butter Naan ,Food,Bread,1,653.21,653.21,07-Dec-23,30-Sep-25,west,online ,Lucknow ,uttar pradesh
ORD104837,CHARLIE Chaudhary,F,charlie.@outlook.com,(616) 2255437,Mango Smoothie ,Beverages,Smoothie,6,827.12,4962.72,30-Mar-25,04-03-2023,north ,Net Banking,jaipur,Rajasthan
ORD101483,HARPER Chaudhary,F ,harper.@mailinator.com,(984) 1168474,Tandoori Chicken ,Food,Main,6,291.6,1749.6,13-01-2025,22-06-2022,East,ON line,KOLKATA,West Beng@l
ORD104349,Kris dutta,MALE,kris.@gmail.com,9672699730,Pan33r Wrap,Food,Wrap,3,₹241.03,723.09,24-Jun-24,30-05-2023,north,on line,Kolkata ,West Beng@l
ORD104933,Jesse kulkarni,female,jesse.12@outlook.com,-8571615476,veg burger,Food,Burger,2,750.14,1500.28,25-01-2023,2022-07-03T00:00:00,South region,online ,Nagpur ,Maharashtra 
ORD102449,Kris  Agarwal,FEMALE,kris.12@company.co,98933,Chocolate Cake,Dessert,Cake,5,₹1115.71,3321.61,1706313600,,South,NET BANKING,Pune ,M@h@r@shtr@
ORD103831,JAMIE Dutta Jr,Female,jamie.x@yahoo.com,6989787576 ext 726,Mango Smoothie,Beverages,Smoothie,100,1125.86,112586,2025.10.28,"Sep 02, 2024",South region,Cashier,Jaipur,rajasthan
ORD100191,Angel nair,nb,angel.@mailinator.com,8960354769,Tandoori Chicken ,Food,Main,3,773.44,2320.32,30.10.2025,25-Nov-24,Central,ON line,Bengaluru,KARNATAKA
ORD104527,DREW Kulkarni,male,drew.x@yahoo.com,+91 9987595782,PEPPERONI PIZZA,Food,Pizza,6,976.59,5859.54,30-08-2023,17.10.2025,SOUTH,ON line,Delhi,DELHI
ORD101939,RILEY Shah,nb,riley.x@outlook.com,9618934522 ext 510,garlic bread,Food,Sides,4,417.4,1669.6,21-Feb-26,09.21.25,North region,on line,Hyderabad,Telangana 
ORD102851,taylor Agarwal,Non-binary,taylorgmail.com,,latte,Beverages,Coffee,4,602.84,1597.92,2024.04.12,30-05-2024,East,online ,Lucknow,Utt@r Pr@desh
ORD103221,SAM Agarwal,male,sam5@hotmail.com,9144392035 ext 389,MANGO SMOOTHIE,Beveragess,Smoothie,1,136.81,115.96,01-06-2024,,central,NET BANKING,JAIPUR,RAJASTHAN
ORD103367,taylor Verma,M,taylor.x@yahoo.com,,latte,Beverages,Coffee,1,51.82,1450.96,2022 04 06,2023 07 09,west,Cash ,Ahmedabad ,Gujarat 
ORD101613,Kris  Bose,MALE,kris@example.com,7430502150,tandoori chicken,Food,Main,5,997.99,4989.95,28-05-2026,,West,CARD,CHENNAI,TAMIL NADU
ORD101393,Harper Kapoor,FEMALE,harper.@hotmail.com,,Butter Naan ,Food,Bread,2,145.42,290.84,14-07-2025,05-10-2025,EAST,Net Banking ,Ahmedabad,GUJARAT
ORD101784,Robin shah,,robin.@outlook.com,-2560502745,chocolate cake,Dessert,Cake,3,₹753.63,2260.89,31-May-23,08-09-2025,east,OnLine,Delh1,Delhi
ORD102518,Devin  Khan,F,devin.12@example.com,,cheese fries,Foodg,Sides,2,914.86,1829.72,18-04-2025,04 19 24,east,Net Banking ,Nagpur,Maharashtra 
ORD104504,lee Khan,Female,lee@yahoo.com,8899719204,Pan33r Wrap,Food,Wrap,4,163.71,654.84,1746576000,16-Jul-24,Sou,Online,pune,Maharashtra
ORD102213,Devin Joshi,female,devin45@yahoo.com,(654) 6677118,Espresso,Beverages,Coffee,6,428.77,2572.62,1712275200,02-05-2026,central,Cash ,Kolkata,West Beng@l
ORD100566,Angel nair,F,angel.12@outlook.com,9115595475,margherita pizza,Food,Pizza,4,775.46,3101.84,02-03-2022,2026-04-25T00:00:00,South region,UPI,BENGALURU,K@rn@t@k@
ORD102236,Jesse Patel,nb,jessegmail.com,+91 6642101408,V3g Burg3r,Food,Burger,6,300.53,1803.18,19.01.2026,04.27.26,Eas,online ,Ahmedabad,gujarat
ORD102391,TAYLOR Kulkarni,Non-binary,taylor.@mailinator.com,7350023330,P3pp3roni Pizza,Food,Pizza,6,829.22,4975.32,2023-08-17T00:00:00,22-Apr-24,north ,on line,Kolkata ,west bengal
ORD101952,Devin  Gupta,Non-binary,devin.x@yahoo.com,-7287678427,V3g Burg3r,Food,Burger,4,375.71,1583.37,08 12 2025,14.08.2024,East-Zone,OnLine,Lucknow,Uttar Pradesh
ORD101942,sam Bose,MALE,sam.12@yahoo.com,9434297173 ext 513,Mango Smoothi3,Beverages,Smoothie,4,455.42,1821.68,2024 05 28,2025-10-11T00:00:00,North  ,CARD,hyderabad,Telangana 
